path,workload,rep,state,correct,ttft_ms,end_to_end_ttft_ms,completion_ms,input,cached,uncached,output,reasoning,stream_s,total_completion_ms,completion_tail_ms,final_answer_first_text_ms,stream_characters_per_s,approx_visible_tokens_per_s,run_first_text_ms,setup_ms,server_admission_ms,server_model_to_text_ms
agents,extraction,1,fresh_session,True,11031.043542000029,11031.043542000029,16128.454084000026,9842,0,9842,369,210,1.5520312919999997,16128.454084000026,3545.379249999998,11031.043542000029,255.14949475644985,102.44638804615032,,,,
agents,extraction,1,followup,True,5539.4206669999985,6122.807084,8829.773000000016,12857,9839,3018,157,0,0.3154917080000159,9413.159417000017,2974.860625000001,5539.4206669999985,1255.18354352432,497.63589983161165,,583.3864170000015,,
codex,extraction,1,fresh_session,True,14232.683374999993,15460.630291999987,18892.928707999992,18904,0,18904,503,344,4.5420374580000065,20120.875624999986,118.20787499999278,14232.683374999993,87.18554253719662,35.00631632175319,,1227.9469169999938,,
codex,extraction,1,followup,True,2276.231624999986,2276.231624999986,7120.856834000006,22053,18688,3365,157,0,4.5173370839999984,7120.856834000006,327.28812500002095,2276.231624999986,87.66226487781847,34.7549888530745,,0,,
hosted,extraction,1,fresh_session,True,13209.57045899998,15361.771208999999,18230.955334000028,20730,0,20730,399,240,4.558996500000008,20383.156084000046,462.38837500003865,13209.57045899998,86.86122044620988,34.87609608825094,,2152.200750000018,543,12567
hosted,extraction,1,followup,True,4158.178416999988,4158.178416999988,8818.549332999974,23775,20608,3167,157,0,4.399177666000032,8818.549332999974,261.19324999995297,4158.178416999988,90.01682361241491,35.68848814936652,,0,280,3681
hosted,schedule,1,fresh_session,True,6662.633542000025,8826.765958999982,13961.265709,18443,0,18443,273,41,6.77991629199998,16125.398125999956,518.7158749999944,6662.633542000025,92.92150122021033,34.21871156045841,,2164.132416999957,688,5921
hosted,schedule,1,followup,True,5213.516958000022,5213.516958000022,12227.095499999996,19075,18304,771,230,0,6.7658620000000225,12227.095499999996,247.716541999951,5213.516958000022,93.11452110610561,33.99419024508617,,0,274,4954
nanocodex,schedule,1,fresh_session,True,3706.9119169999612,3706.9119169999612,10621.757041999954,7758,0,7758,274,42,6.759097667000024,10621.757041999954,155.7474579999689,3706.9119169999612,93.20770775008211,34.32410825082388,3366.868374999962,340.04354199999943,,
nanocodex,schedule,1,followup,True,3521.380125000025,3521.380125000025,10413.355417000013,8391,7552,839,230,0,6.749370166999986,10413.355417000013,142.60512500000186,3521.380125000025,93.34204294799072,34.077253774663276,3475.509167000011,0,,
agents,schedule,1,fresh_session,True,8283.527292000013,8283.527292000013,13359.87725000002,7555,0,7555,274,42,1.286495540999982,13359.87725000002,3789.854417000024,8283.527292000013,489.7024357428447,180.33486522593648,,,,
agents,schedule,1,followup,True,5828.124332999985,6440.169082999986,9069.080874999985,8188,7552,636,230,0,0.19454699999996228,9681.125624999986,3046.4095420000376,5828.124332999985,3238.292032260185,1182.233599079115,,612.0447500000009,,
codex,schedule,1,fresh_session,True,6986.216290999961,8428.929123999958,13847.709875,16617,0,16617,277,45,6.721357917000016,15290.422707999998,140.1356670000241,6986.216290999961,93.73105967271442,34.51683467312658,,1442.7128329999978,,
codex,schedule,1,followup,True,3188.1691669999855,3188.1691669999855,10058.283166999987,17253,16384,869,230,0,6.720870167000045,10058.283166999987,149.2438329999568,3188.1691669999855,93.73786196515822,34.22175913013712,,0,,
agents,long_output,1,fresh_session,True,12657.805208000005,12657.805208000005,34934.865666,8564,0,8564,2097,415,17.64786266699998,34934.865666,4629.197791000013,12657.805208000005,282.5271305699472,95.30899190105319,,,,
agents,long_output,1,followup,True,5625.483000000007,6279.629459000018,25439.425958000007,12029,8561,3468,1680,0,16.08654441599996,26093.572417000018,3727.398542000039,5625.483000000007,309.9484806097223,104.43510778666936,,654.1464590000105,,
nanocodex,long_output,1,fresh_session,True,15334.276375000016,15334.276375000016,65780.77962499997,8767,0,8767,2114,432,50.26320966599998,65780.77962499997,183.29358399997,15334.276375000016,99.19780358500917,33.463839877654515,14973.851334000006,360.4250410000095,,
nanocodex,long_output,1,followup,True,2759.4297500000102,2759.4297500000102,52778.90595799999,12249,8576,3673,1680,0,49.87694395800005,52778.90595799999,142.53224999993108,2759.4297500000102,99.96602847597416,33.682897681435335,2603.0557920000283,0,,
codex,long_output,1,fresh_session,True,16264.351041999995,17197.82362599997,66874.24687500007,16961,0,16961,2063,381,50.27708520800003,67807.71945900004,332.8106250000419,16264.351041999995,99.17042683307014,33.454604479186514,,933.4725839999737,,
codex,long_output,1,followup,True,1860.764542000019,1860.764542000019,52262.98995800002,23002,16768,6234,1680,0,50.23668737499998,52262.98995800002,165.53804100002162,1860.764542000019,99.25017473348086,33.441695457731214,,0,,
hosted,long_output,1,fresh_session,True,17921.308791999938,21003.08445799991,68676.24300000002,19452,9472,9980,2142,460,50.26139545800002,71758.01866599999,493.5387500000652,17921.308791999938,99.20138417498687,33.465047770222206,,3081.7756659999723,420,17440
hosted,long_output,1,followup,True,1796.751209000009,1796.751209000009,52236.74370900006,22962,19328,3634,1680,0,50.21980145799997,52236.74370900006,220.1910420000786,1796.751209000009,99.28354663388926,33.45293990070878,,0,262,1508
codex,long_context,1,fresh_session,True,6517.698165999958,7368.530333000002,14173.245790999965,30286,0,30286,279,23,7.478405792000005,15024.077958000009,177.1418330000015,6517.698165999958,80.63215834650974,34.23189475407379,,850.8321670000441,,
codex,long_context,1,followup,True,4572.1561670000665,4572.1561670000665,12180.218333999976,47868,30080,17788,254,0,7.445327791999909,12180.218333999976,162.734375,4572.1561670000665,80.99038979155901,34.11535490390711,,0,,
agents,long_context,1,fresh_session,True,8783.381124999956,8783.381124999956,12845.908708999981,21889,0,21889,276,20,1.0840276249999878,12845.908708999981,2978.499959000037,8783.381124999956,556.258886852636,236.1563433404226,,,,
agents,long_context,1,followup,True,6704.17724999995,7380.824374999967,11291.542666999972,36858,21886,14972,254,0,1.6489009170000208,11968.18979199999,2938.464500000002,6704.17724999995,365.698140975679,154.0420029980472,,676.6471250000177,,
nanocodex,long_context,1,fresh_session,True,4690.126874999958,4690.126874999958,12225.612749999971,22092,6144,15948,276,20,7.374613791999989,12225.612749999971,160.87208300002385,4690.126874999958,81.76699377181444,34.713682264650906,4360.747124999994,329.3797499999637,,
nanocodex,long_context,1,followup,True,2091.424667000072,2091.424667000072,9629.554375000065,37061,21888,15173,254,0,7.43738824999996,9629.554375000065,100.74145800003316,2091.424667000072,81.07684844878217,34.15177364177558,1943.1489590000128,0,,
hosted,long_context,1,fresh_session,True,5564.996832999983,8989.78112499998,13548.65174999996,32777,9472,23305,277,21,7.476311666999943,16973.436041999958,507.34325000003446,5564.996832999983,80.65474352301432,34.24148315404919,,3424.7842919999966,608,4726
hosted,long_context,1,followup,True,4354.778417000081,4354.778417000081,12057.12737500004,47747,32640,15107,254,0,7.502007207999937,12057.12737500004,200.34175000002142,4354.778417000081,80.37848848731805,33.857605432468965,,0,307,3962
nanocodex,greeting,2,fresh_session,True,2245.1295829999726,2245.1295829999726,3264.6754580000415,7407,6144,1263,13,0,0.20735891700000503,3264.6754580000415,812.1869580000639,2245.1295829999726,135.0315694405335,62.693228668819124,1901.6837499999674,343.4458330000052,,
nanocodex,greeting,2,followup,True,2701.5335839999607,2701.5335839999607,3381.1196669999044,7428,7168,260,12,0,0.16566150000004565,3381.1196669999044,513.9245829998981,2701.5335839999607,132.80092236273327,72.43686674330905,2538.583250000025,0,,
hosted,greeting,2,fresh_session,True,6236.138207999989,9144.297666000086,6951.220750000095,18092,0,18092,14,0,0.26851920900004916,9859.380208000191,446.56333300005645,6236.138207999989,115.4479789935413,52.1377969648251,,2908.1594580000965,573,5590
hosted,greeting,2,followup,True,1770.8916250000475,1770.8916250000475,2083.0617499999935,18114,17920,194,7,0,0.11967499999993016,2083.0617499999935,192.49512500001583,1770.8916250000475,41.77982034679689,58.49174848551565,,0,250,1459
agents,greeting,2,fresh_session,True,11192.954375000088,11192.954375000088,11712.522166000097,7204,0,7204,14,0,6.624999991618096e-05,11712.522166000097,519.5015410000924,11192.954375000088,452830.1892521629,211320.75498434267,,,,
agents,greeting,2,followup,True,7512.853709000046,8357.575542000006,9104.309541999944,7226,7201,25,13,0,7.991599990054966e-05,9949.031374999904,1591.3759169999976,7512.853709000046,350367.886716605,162670.80454699518,,844.7218329999596,,
codex,greeting,2,fresh_session,True,4287.292041999986,5040.852251000004,4596.182917000027,15601,0,15601,13,0,0.26384379199997054,5349.743126000045,45.047083000070415,4287.292041999986,109.91352034541421,49.27157808587534,,753.5602090000175,,
codex,greeting,2,followup,True,2242.7016669999575,2242.7016669999575,2682.4067499999655,18232,15360,2872,11,0,0.027845833000028505,2682.4067499999655,411.8592499999795,2242.7016669999575,574.5922558676417,395.0321759090037,,0,,
codex,arithmetic,2,fresh_session,True,7442.467500000028,7939.817791000009,7550.037708999938,15613,15360,253,5,0,0.0,8047.387999999919,107.57020899991039,7442.467500000028,,,,497.35029099998064,,
codex,arithmetic,2,followup,True,3758.0358750000596,3758.0358750000596,3918.863040999975,18248,15488,2760,5,0,0.0,3918.863040999975,160.82716599991545,3758.0358750000596,,,,0,,
agents,arithmetic,2,fresh_session,True,9777.38975000009,9777.38975000009,11830.720208000042,7216,0,7216,5,0,0.0,11830.720208000042,2053.330457999953,9777.38975000009,,,,,,
agents,arithmetic,2,followup,True,6548.51345800003,7341.63845800003,8452.778542000102,7241,7213,28,5,0,0.0,9245.903542000102,1904.2650840000715,6548.51345800003,,,,793.125,,
hosted,arithmetic,2,fresh_session,True,6602.810541999992,10019.57887600013,7691.8066669998225,18104,15616,2488,5,0,0.0,11108.575000999961,1088.9961249998305,6602.810541999992,,,,3416.7683340001386,594,5828
hosted,arithmetic,2,followup,True,3819.5644590000156,3819.5644590000156,4100.482958999928,18129,17920,209,5,0,0.0,4100.482958999928,280.91849999991246,3819.5644590000156,,,,0,295,3466
nanocodex,arithmetic,2,fresh_session,True,2367.593499999959,2367.593499999959,2492.1185409999453,7419,0,7419,5,0,0.0,2492.1185409999453,124.52504099998623,2367.593499999959,,,2055.3719170000404,312.2215829999186,,
nanocodex,arithmetic,2,followup,True,1540.3901250001509,1540.3901250001509,1666.6984590000939,7444,7296,148,5,0,0.0,1666.6984590000939,126.30833399994299,1540.3901250001509,,,1378.3531250001397,0,,
nanocodex,extraction,2,fresh_session,True,9837.694792000111,9837.694792000111,14531.448125000112,10045,7168,2877,365,206,4.561995582999894,14531.448125000112,131.75775000010617,9837.694792000111,86.80411736383068,34.85316833547747,9686.633167000022,151.0616250000894,,
nanocodex,extraction,2,followup,True,1435.3768329999875,1435.3768329999875,6163.410457999911,13056,9856,3200,157,0,4.572001959000016,6163.410457999911,156.031665999908,1435.3768329999875,86.61413611612117,34.33944285411875,1274.3017500001006,0,,
codex,extraction,2,fresh_session,True,12982.391082999995,14405.091958000092,17659.353667000076,18904,0,18904,473,314,4.561637833999936,19082.054542000173,115.32475000014529,12982.391082999995,86.81092502531308,34.85590171470904,,1422.7008750000969,,
codex,extraction,2,followup,True,3687.8378329998814,3687.8378329998814,8410.104374999879,22023,18688,3335,157,0,4.56539291699999,8410.104374999879,156.87362500000745,3687.8378329998814,86.73952213957949,34.389153979580755,,0,,
hosted,extraction,2,fresh_session,True,14214.268750000047,16981.095332999947,19236.06120799994,20730,0,20730,458,299,4.558036290999968,22002.88779099984,463.7561669999268,14214.268750000047,86.87951888007528,34.883443186696894,,2766.8265829999,733,13423
hosted,extraction,2,followup,True,2013.5430409999099,2013.5430409999099,6793.899999999907,23834,20608,3226,157,0,4.540118666999973,6793.899999999907,240.23829200002365,2013.5430409999099,87.22238977547904,34.58059392613689,,0,277,1704
agents,extraction,2,fresh_session,True,12255.362916000187,12255.362916000187,22661.510708000045,9842,0,9842,468,309,1.4546561669998337,22661.510708000045,8951.491625000024,12255.362916000187,272.22927931947874,109.304180332821,,,,
agents,extraction,2,followup,True,10453.614333000034,11131.760292000137,13403.594375000102,12956,9839,3117,157,0,0.12871529199997894,14081.740334000206,2821.2647500000894,10453.614333000034,3076.557523561884,1219.7462909071105,,678.1459590001032,,
agents,schedule,2,fresh_session,True,10131.6201249999,10131.6201249999,13582.376332999906,,,,,,0.27832575000007637,13582.376332999906,3172.43045799993,10131.6201249999,2263.534725047277,,,,,
agents,schedule,2,followup,True,6623.866750000045,7381.4275000002235,10596.841749999905,8189,7552,637,230,0,0.18662083299993537,11354.402500000084,3786.354166999925,6623.866750000045,3375.828892587883,1232.4454687225602,,757.5607500001788,,
hosted,schedule,2,fresh_session,True,5664.465709000127,9158.011043000035,12919.856374999974,18443,15616,2827,279,47,6.74963679099991,16413.40170899988,505.75387499993667,5664.465709000127,93.33835575272045,34.37221989623991,,3493.5453339999076,445,5126
hosted,schedule,2,followup,True,2036.9306669998914,2036.9306669998914,9701.929625000106,19081,18304,777,230,0,6.784780583000043,9701.929625000106,880.2183750001714,2036.9306669998914,92.85488193656977,33.89940134192229,,0,473,1473
nanocodex,schedule,2,fresh_session,True,3994.8117909999564,3994.8117909999564,10833.063625000184,7758,0,7758,275,43,6.7066475420000495,10833.063625000184,131.60429200017825,3994.8117909999564,93.93664957859438,34.592543971799834,3681.92354099988,312.88825000007637,,
nanocodex,schedule,2,followup,True,3327.937915999908,3327.937915999908,10202.416957999812,8392,7552,840,230,0,6.765868834000081,10202.416957999812,108.61020799982361,3327.937915999908,93.11442705393607,33.994155908579835,3121.4477500000503,0,,
codex,schedule,2,fresh_session,True,11169.187833999982,12228.125417000148,15244.35924999998,15952,13824,2128,274,42,3.934619749999838,16303.296833000146,140.55166600015946,11169.187833999982,160.11712440573856,58.96376644782753,,1058.9375830001663,,
codex,schedule,2,followup,True,3491.8994169998914,3491.8994169998914,10390.751332999906,19195,15744,3451,230,0,6.746337708000094,10390.751332999906,152.51420799992047,3491.8994169998914,93.38399992234591,34.09257140022152,,0,,
nanocodex,long_output,2,fresh_session,True,18046.232374999905,18046.232374999905,68519.11233399995,8767,0,8767,2198,516,50.19859066700004,68519.11233399995,274.2892920000013,18046.232374999905,99.32549766337837,33.50691678094714,17708.571041000076,337.66133399982937,,
nanocodex,long_output,2,followup,True,1713.4412499999162,1713.4412499999162,52037.101375000086,12333,8576,3757,1680,0,50.247844208,52037.101375000086,75.81591700017452,1713.4412499999162,99.22813761642286,33.434270195665945,1431.4875000000466,0,,
hosted,long_output,2,fresh_session,True,16905.738292000024,20058.139042000053,67658.47637500009,19452,17920,1532,2106,424,50.24430075000017,70810.87712500012,508.43733299989253,16905.738292000024,99.23513563874174,33.47643364307332,,3152.40075000003,517,16320
hosted,long_output,2,followup,True,2745.0243750000373,2745.0243750000373,53233.35454199999,22926,19328,3598,1680,0,50.29352345800004,53233.35454199999,194.80670899990946,2745.0243750000373,99.13801335004482,33.40390341517755,,0,266,2375
codex,long_output,2,fresh_session,True,17807.455874999985,19127.47695799987,68073.8374999999,17626,0,17626,2109,427,50.16187974999985,69393.85858299979,104.5018750000745,17807.455874999985,99.3981889205421,33.53143878145845,,1320.0210829998832,,
codex,long_output,2,followup,True,3516.485582999885,3516.485582999885,53915.167541999836,21103,17408,3695,1680,0,50.32579341699998,53915.167541999836,72.8885419999715,3516.485582999885,99.07444396725073,33.3824841285562,,0,,
agents,long_output,2,fresh_session,False,14705.300999999978,14705.300999999978,37382.79754199996,8564,0,8564,2019,337,17.89096258299984,37382.79754199996,4786.533959000139,14705.300999999978,278.68819113946074,94.01394654965362,,,,
agents,long_output,2,followup,False,7341.215375000145,8518.612583000213,27562.133292000042,11951,8561,3390,1680,0,15.874910666999872,28739.53050000011,4346.007250000024,7341.215375000145,314.0805075750566,105.82736717330427,,1177.3972080000676,,
hosted,long_context,2,fresh_session,True,7100.512582999887,11052.767207999947,15102.146165999817,32777,17920,14857,278,22,7.478879958000034,19054.400790999876,522.7536249998957,7100.512582999887,80.62704621364873,34.22972442901173,,3952.2546250000596,720,6143
hosted,long_context,2,followup,True,3851.730208999943,3851.730208999943,11595.360499999952,47748,32640,15108,254,0,7.460310000000056,11595.360499999952,283.3202909999527,3851.730208999943,80.82774040220788,34.0468425574806,,0,312,3394
codex,long_context,2,fresh_session,True,5713.231166000012,7022.680415999843,13314.668666000012,30951,14592,16359,302,46,7.411903292000061,14624.117915999843,189.5342079999391,5713.231166000012,81.35562165939753,34.53903672438767,,1309.4492499998305,,
codex,long_context,2,followup,True,3619.7962920002174,3619.7962920002174,11267.22887500003,45946,30720,15226,254,0,7.471318332999945,11267.22887500003,176.11424999986775,3619.7962920002174,80.70864780806073,33.99667751782326,,0,,
nanocodex,long_context,2,fresh_session,True,4380.254791999934,4380.254791999934,12018.009917000076,22092,0,22092,278,22,7.505820708000101,12018.009917000076,131.9344170000404,4380.254791999934,80.33765039941477,34.10686318781125,4039.3959579998627,340.8588340000715,,
nanocodex,long_context,2,followup,True,3529.2677919999696,3529.2677919999696,11096.302875000052,37063,21888,15175,254,0,7.4265455410000865,11096.302875000052,140.4895419999957,3529.2677919999696,81.19522012906121,34.201635012904724,3180.5985419999342,0,,
agents,long_context,2,fresh_session,True,8189.236125000054,8189.236125000054,13808.803208000027,21889,0,21889,278,22,1.463437957999995,13808.803208000027,4156.129124999978,8189.236125000054,412.0434328655032,174.93054529613403,,,,
agents,long_context,2,followup,True,5640.04062500014,6180.265625000233,10610.717000000179,36860,21886,14974,254,0,1.3432674579999875,11150.942000000272,3627.4089170000516,5640.04062500014,448.90538843084636,189.0911586425124,,540.2250000000931,,
nanocodex,greeting,3,fresh_session,True,2107.9121250000317,2107.9121250000317,2446.661165999947,7407,0,7407,12,0,0.19766812500008382,2446.661165999947,141.08091599983163,2107.9121250000317,126.47461496379044,60.70781518261941,2020.5805840000976,87.33154099993408,,
nanocodex,greeting,3,followup,True,1446.7873750000726,1446.7873750000726,1736.3815419999883,7427,7168,259,13,0,0.14556374999997207,1736.3815419999883,144.03041699994355,1446.7873750000726,192.35558303496146,89.30794926623211,1082.3071659998968,0,,
hosted,greeting,3,fresh_session,True,5857.212792000035,8436.549833999947,6485.267624999862,18092,0,18092,13,0,0.1138392079998739,9064.604666999774,514.2156249999534,5857.212792000035,228.39231277881694,114.19615638940847,,2579.337041999912,569,5210
hosted,greeting,3,followup,True,2668.3832920000423,2668.3832920000423,3325.993791999994,18113,17920,193,15,0,0.24300354199996219,3325.993791999994,414.6069579999894,2668.3832920000423,164.60665416970022,61.72749531363758,,0,448,2070
codex,greeting,3,fresh_session,True,3484.209833000088,8953.39512500004,3811.7438749999274,16266,0,16266,12,0,0.14087291699997148,9280.929166999878,186.66112499986775,3484.209833000088,177.46491328780436,85.18315837814609,,5469.185291999951,,
codex,greeting,3,followup,True,1945.4335000000428,1945.4335000000428,2242.6872910000384,16286,16128,158,7,0,0.0033072500000707805,2242.6872910000384,293.94654099992476,1945.4335000000428,1511.8300702677427,2116.56209837484,,0,,
agents,greeting,3,fresh_session,True,8683.433208000148,8683.433208000148,9486.593417000026,7204,0,7204,14,0,0.00037004199996590613,9486.593417000026,802.7901669999119,8683.433208000148,91881.46211276719,37833.54322290413,,,,
agents,greeting,3,followup,True,5421.455334000057,6069.063793000067,7142.533000000054,7226,7201,25,12,0,0.0007705409999471158,7790.141459000064,1720.3071250000503,5421.455334000057,29849.15793134765,15573.473703311818,,647.60845900001,,
hosted,arithmetic,3,fresh_session,True,6322.229457999812,9837.633874999825,6756.2307499998715,18104,17792,312,5,0,0.0,10271.635166999884,434.00129200005904,6322.229457999812,,,,3515.4044170000125,644,5610
hosted,arithmetic,3,followup,True,3558.3572919999715,3558.3572919999715,3731.2075420001056,18129,17920,209,5,0,0.0,3731.2075420001056,172.8502500001341,3558.3572919999715,,,,0,256,3257
nanocodex,arithmetic,3,fresh_session,True,2417.162042000098,2417.162042000098,2558.3300000000745,7419,0,7419,5,0,0.0,2558.3300000000745,141.16795799997635,2417.162042000098,,,2036.8327500000596,380.32929200003855,,
nanocodex,arithmetic,3,followup,True,2216.054083999945,2216.054083999945,2354.3348749999423,7444,7296,148,5,0,0.0,2354.3348749999423,138.2807909999974,2216.054083999945,,,1929.6187919999938,0,,
codex,arithmetic,3,fresh_session,True,6218.237500000047,7011.751042000018,6305.308083999902,15613,15360,253,5,0,0.0,7098.8216259998735,87.07058399985544,6218.237500000047,,,,793.5135419999715,,
codex,arithmetic,3,followup,True,1983.3973749999423,1983.3973749999423,2069.615540999919,18248,15488,2760,5,0,0.0,2069.615540999919,86.21816599997692,1983.3973749999423,,,,0,,
agents,arithmetic,3,fresh_session,True,10820.143959000008,10820.143959000008,11397.885584000032,,,,,,0.0,11397.885584000032,577.7416250000242,10820.143959000008,,,,,,
agents,arithmetic,3,followup,True,7474.518540999852,8271.10333299986,8807.800290999934,,,,,,0.0,9604.385082999943,1333.281750000082,7474.518540999852,,,,796.5847920000087,,
agents,extraction,3,fresh_session,True,9597.106750000268,9597.106750000268,15784.568375000264,9842,0,9842,386,227,1.3510740000000223,15784.568375000264,4836.387624999974,9597.106750000268,293.1001558759871,117.6841534956615,,,,
agents,extraction,3,followup,True,6296.970791999716,6971.961457999889,9165.955416999757,12874,9839,3035,157,0,0.09310208299988881,9840.94608299993,2775.882542000152,6296.970791999716,4253.395705448104,1686.321024634728,,674.9906660001725,,
nanocodex,extraction,3,fresh_session,True,10356.80458300002,10356.80458300002,14908.346417000052,10045,6144,3901,371,212,4.419166666999925,14908.346417000052,132.37516700010747,10356.80458300002,89.60965490555614,35.97963416662481,10003.484207999893,353.32037500012666,,
nanocodex,extraction,3,followup,True,2890.216000000015,2890.216000000015,7532.550332999788,13062,9856,3206,157,0,4.545582291000057,7532.550332999788,96.75204199971631,2890.216000000015,87.11755164658507,34.53902931442893,2573.8875000001863,0,,
hosted,extraction,3,fresh_session,True,13997.522416000254,17743.70624900004,19017.409041000064,20730,0,20730,472,313,4.564812083999627,22763.59287399985,455.0745410001837,13997.522416000254,86.75055899629282,34.8316638394206,,3746.1838329997845,496,13325
hosted,extraction,3,followup,True,1896.763958999887,1896.763958999887,6730.937708999962,23848,0,23848,157,0,4.559822290999815,6730.937708999962,274.35145900025964,1896.763958999887,86.84548974235804,34.431166387753066,,0,288,1520
codex,extraction,3,fresh_session,True,11702.236167000141,12554.905292000156,16438.73258299986,18239,13824,4415,376,217,4.566486082999967,17291.401707999874,170.01033299975097,11702.236167000141,86.7187576623132,34.81889512198939,,852.6691250000149,,
codex,extraction,3,followup,True,2688.969792000018,2688.969792000018,7567.99237500038,23871,18048,5823,157,0,4.609008208000101,7567.99237500038,270.01437500026077,2688.969792000018,85.91870140579088,34.063727577548406,,0,,
nanocodex,schedule,3,fresh_session,True,3884.1394159998745,3884.1394159998745,10744.251749999821,7758,0,7758,274,42,6.723003167000133,10744.251749999821,137.10916699981317,3884.1394159998745,93.70812185428612,34.50838773046727,3521.55700000003,362.58241599984467,,
nanocodex,schedule,3,followup,True,2801.898833000101,2801.898833000101,9688.005291000009,8391,0,8391,230,0,6.74463816699991,9688.005291000009,141.4682909999974,2801.898833000101,93.40753119751582,34.10116218322006,2457.279250000138,0,,
codex,schedule,3,fresh_session,True,5649.8163330000825,6636.321041000076,12545.199041999876,16617,0,16617,279,47,6.735854791999794,13531.70374999987,159.52791699999943,5649.8163330000825,93.52933212697131,34.442547703900544,,986.5047079999931,,
codex,schedule,3,followup,True,2044.0599170001224,2044.0599170001224,8993.111417000182,17255,16384,871,230,0,6.816545167000033,8993.111417000182,132.50633300002664,2044.0599170001224,92.4221852222045,33.7414327001699,,0,,
